Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log Sales,Log Total assets
Tanla Platforms Ltd.,2011,6.01,0.0,0.0,0.06,0.02,,0.06,-28.38,-37.78,5.66,-1.68,-1.68,-0.54,-1.63,28.28,0,5.90889782345102,8.773198821007465
Tanla Platforms Ltd.,2012,4.19,0.0,0.0,0.04,0.01,,0.04,-1.59,-7.42,3.99,-0.09,-0.09,4.59,-0.09,-26.09,0,5.6065370902173655,8.777632527474145
Tanla Platforms Ltd.,2013,8.42,0.0,0.0,0.04,-0.07,,0.04,0.06,-29.92,8.38,0.0,0.0,22.56,0.0,-5.55,0,5.549465114271844,8.739808603289362
Tanla Platforms Ltd.,2014,2.01,0.0,0.0,0.21,0.07,,0.21,2.92,3.73,1.98,0.65,0.65,8.79,0.62,415.79,0,7.189997582683553,8.810966673504335
Tanla Platforms Ltd.,2015,2.06,0.0,0.0,0.44,0.03,23.98,0.44,1.39,3.52,2.06,0.62,0.62,8.86,0.57,111.11,0,7.937196108788948,8.841737428600585
Tanla Platforms Ltd.,2016,1.71,0.0,0.0,0.78,0.08,198.21,0.78,5.68,-0.3,1.71,4.46,4.46,7.43,3.89,78.15,0,8.514629909013072,8.952825330996523
Tanla Platforms Ltd.,2017,1.6,0.0,0.0,1.06,0.02,6.16,1.06,1.48,0.91,1.52,1.58,1.58,7.74,1.22,38.74,0,8.84208433965029,9.1112711357639
Tanla Platforms Ltd.,2018,2.0,0.06,0.09,1.19,-0.02,8.8,1.14,2.51,2.4,1.73,2.88,3.01,10.76,2.07,16.98,0,8.998890680190229,9.28091998392439
Tanla Platforms Ltd.,2019,2.21,0.0,0.0,1.55,0.11,791.6999999999999,1.48,-14.04,-22.42,2.12,-21.03,-21.95,12.61,-15.31,31.01,0,9.268958275797848,9.092918521084728
Tanla Platforms Ltd.,2020,1.77,0.0,0.0,1.34,0.26,1574.6,1.34,12.95,20.41,1.6,17.89,17.89,15.14,12.68,-15.89,0,9.095916687376215,9.204764857642997
Tanla Platforms Ltd.,2021,1.77,0.0,0.0,1.34,0.26,1574.6,1.34,12.95,20.41,1.6,17.89,17.89,15.14,12.68,-15.89,0,9.095916687376215,9.204764857642997
Tata Consultancy Services Ltd.,2000,32.68,0.0,0.0,0.0,,,0.0,,90.4,32.68,,,,,,0,,
Tata Consultancy Services Ltd.,2001,0.01,0.0,0.0,0.0,0.0,,0.0,92.73,92.77,0.01,4.17,4.17,,1.21,,0,,7.675267541497389
Tata Consultancy Services Ltd.,2002,0.01,0.0,0.0,0.01,0.24,,0.01,51.78,89.85,0.01,2.77,2.77,64.0,0.42,,0,0.9162907318741551,7.886494850128781
Tata Consultancy Services Ltd.,2003,0.01,0.57,7.97,0.05,0.0,84.3,0.01,85.51,93.91,0.01,6.61,36.15,99.02,3.28,720.0,0,3.0204248861443626,8.791622837092078
Tata Consultancy Services Ltd.,2004,1.43,0.03,0.04,4.78,0.41,223.12,4.17,24.91,25.93,1.43,105.04,120.5,30.12,74.59,392805.85,0,11.296580004188268,10.77546478500793
Tata Consultancy Services Ltd.,2005,1.89,0.0,0.01,2.52,0.31,685.36,2.47,23.7,27.45,1.88,58.93,59.96,29.95,43.63,39.54,0,11.629755157450493,11.223752949025824
Tata Consultancy Services Ltd.,2006,1.8,0.0,0.01,2.19,0.33,1217.09,2.17,24.77,27.53,1.79,54.6,54.95,28.87,41.12,32.97,0,11.914693079098102,11.587502184387642
Tata Consultancy Services Ltd.,2007,2.34,0.01,0.01,1.93,0.26,1430.75,1.91,21.7,27.84,2.34,43.07,43.45,26.32,32.21,22.41,0,12.116895470346442,11.90538570855017
Tata Consultancy Services Ltd.,2008,1.71,0.01,0.01,1.85,0.26,355.88,1.83,20.21,23.0,1.7,37.41,37.81,27.18,27.44,22.49,0,12.319753947232137,12.134073832151858
Tata Consultancy Services Ltd.,2009,1.42,0.01,0.01,1.63,0.27,240.49,1.61,23.92,27.22,1.42,39.16,39.54,29.65,27.11,2.85,0,12.347888130117386,12.335374857765158
Tata Consultancy Services Ltd.,2010,1.69,0.01,0.01,1.7,0.22,277.82,1.68,25.35,28.75,1.55,43.48,43.83,29.7,30.86,27.03,0,12.587143279933485,12.47710004567221
Tata Consultancy Services Ltd.,2011,1.84,0.01,0.01,1.72,0.09,347.85,1.71,26.48,32.46,1.72,48.97,49.35,29.93,36.0,30.16,0,12.850715008705421,12.748975257467732
Tata Consultancy Services Ltd.,2012,2.43,0.01,0.01,1.69,0.21,320.33,1.68,25.64,30.92,2.01,45.02,45.39,29.99,33.52,27.09,0,13.090460654325318,12.972960177108043
Tata Consultancy Services Ltd.,2013,2.73,0.0,0.0,1.69,0.22,451.71,1.68,27.63,33.67,2.6,49.26,49.51,33.42,37.53,33.56,0,13.379804465981577,13.268823532235567
Tata Consultancy Services Ltd.,2014,2.38,0.0,0.01,1.64,0.26,302.69,1.64,24.05,30.71,2.3,41.79,41.97,28.77,30.92,13.77,0,13.508781572592259,13.362277198356015
Tata Consultancy Services Ltd.,2015,5.06,0.0,0.0,1.56,0.23,2257.46,1.55,25.78,32.7,5.03,41.69,41.86,31.65,32.66,16.69,0,13.663139959518315,13.56638230967807
Tata Consultancy Services Ltd.,2016,6.26,0.0,0.0,1.3,0.25,1879.75,1.3,24.19,31.0,6.24,32.94,33.03,29.34,27.99,7.96,0,13.739687269342218,13.71840476701473
Tata Consultancy Services Ltd.,2017,4.72,0.0,0.0,1.27,0.24,1064.5,1.27,24.28,30.91,4.71,32.67,32.77,28.66,27.61,5.03,0,13.788766091761293,13.729702093548761
Tata Consultancy Services Ltd.,2018,4.09,0.0,0.0,1.59,0.24,239.95,1.59,23.91,30.15,4.07,40.39,40.45,28.54,32.54,26.52,0,14.023962717335483,13.821164544018474
Tata Consultancy Services Ltd.,2019,3.16,0.06,0.08,1.73,0.25,57.44,1.66,23.2,30.44,3.16,40.85,42.5,28.55,31.55,6.6,0,14.087886080598667,13.86886173346127
Tata Consultancy Services Ltd.,2020,2.69,0.05,0.08,1.85,0.31,76.97,1.71,21.72,29.02,2.69,38.5,41.64,29.79,28.73,3.55,0,14.122774645143778,13.909993122662403
Tata Consultancy Services Ltd.,2021,2.69,0.05,0.08,1.85,0.31,76.97,1.71,21.72,29.02,2.69,38.5,41.64,29.79,28.73,3.55,0,14.122774645143778,13.909993122662403
Tata Elxsi Ltd.,2000,1.26,0.21,0.5,3.79,0.14,6.84,2.6,9.93,10.85,1.16,26.35,38.45,16.27,15.97,8.71,0,7.20800800860777,6.822741904655181
Tata Elxsi Ltd.,2001,1.45,0.02,0.05,3.19,0.32,20.08,2.52,12.7,15.32,1.36,33.16,41.86,16.91,18.88,-5.48,0,7.151642191434247,6.752971065181271
Tata Elxsi Ltd.,2002,1.71,0.03,0.05,2.49,0.17,17.56,2.37,10.43,13.6,1.64,25.53,26.81,16.91,14.21,-15.6,0,6.982027523356725,6.655440350367647
Tata Elxsi Ltd.,2003,1.35,0.0,0.0,3.26,0.31,131.33,3.18,10.05,13.36,1.33,33.22,34.04,15.01,18.1,40.8,0,7.324226266266835,6.879870075492601
Tata Elxsi Ltd.,2004,1.17,0.0,0.0,3.58,0.22,105.9475,3.58,14.06,16.98,1.16,51.04,51.04,19.67,24.18,21.41,0,7.518227122873174,7.090160165637395
Tata Elxsi Ltd.,2005,1.08,0.0,0.0,3.89,0.29,80.565,3.89,14.53,17.1,1.08,56.92,56.92,20.13,27.1,27.51,0,7.761233998444422,7.19548735018396
Tata Elxsi Ltd.,2006,1.18,0.0,0.0,3.89,0.34,55.182500000000005,3.89,17.17,19.37,1.18,66.8,66.8,24.03,34.06,31.15,0,8.032392625474397,7.48189367295988
Tata Elxsi Ltd.,2007,1.07,0.21,0.47,3.8,0.06,29.8,3.01,12.27,15.85,1.07,37.12,46.83,20.25,22.57,30.41,0,8.297917151628518,7.868713402351451
Tata Elxsi Ltd.,2008,1.59,0.05,0.09,3.09,0.31,17.37,2.47,13.88,14.74,1.59,34.29,42.96,21.25,22.36,4.23,0,8.339309771506892,7.856629360752312
Tata Elxsi Ltd.,2009,1.63,0.11,0.2,2.31,0.05,29.52,2.02,12.7,13.15,1.63,25.71,29.43,20.74,17.18,-10.07,0,8.233157795084653,8.004599338587598
Tata Elxsi Ltd.,2010,1.52,0.08,0.14,2.32,0.21,17.55,1.99,7.65,7.5,1.46,15.34,17.91,15.33,10.02,9.21,0,8.32122696810682,8.113486536322936
Tata Elxsi Ltd.,2011,1.4,0.1,0.18,2.78,0.16,17.48,2.4,4.47,9.22,1.38,10.85,12.59,14.94,6.74,25.17,0,8.545702899861952,8.180516933984194
Tata Elxsi Ltd.,2012,1.25,0.15,0.3,3.17,0.09,12.75,2.55,5.63,5.33,1.23,14.49,18.02,12.1,9.19,17.54,0,8.707301023010626,8.26932140187707
Tata Elxsi Ltd.,2013,1.58,0.0,0.0,3.62,0.26,50.13,3.18,6.36,14.16,1.57,20.62,23.45,18.94,11.46,27.69,0,8.951763924663055,8.481856127126552
Tata Elxsi Ltd.,2014,1.7,0.0,0.0,3.28,0.24,1481.69,3.28,11.41,18.08,1.68,37.79,37.79,21.03,18.15,10.01,0,9.04717417422197,8.692959979239518
Tata Elxsi Ltd.,2015,1.93,0.0,0.0,3.21,0.15,2913.25,3.21,13.96,21.71,1.9,45.27,45.27,23.34,21.6,26.58,0,9.282847062762931,8.995264191739732
Tata Elxsi Ltd.,2016,4.19,0.0,0.0,2.63,0.2,2201.0325000000003,2.63,13.92,21.04,4.17,37.05,37.05,24.21,22.85,15.28,0,9.425056512206009,8.886008146315804
Tata Elxsi Ltd.,2017,4.21,0.0,0.0,2.16,0.21,1488.815,2.16,16.78,25.43,4.2,37.05,37.05,25.68,28.7,12.71,0,9.544724716180474,9.159026024735443
Tata Elxsi Ltd.,2018,5.26,0.0,0.0,1.91,0.19,776.5974999999999,1.91,17.67,26.42,5.23,34.48,34.48,26.56,27.64,15.01,0,9.684560100969655,9.347760443877256
Tata Elxsi Ltd.,2019,5.46,0.04,0.05,1.59,0.18,64.38,1.55,15.29,21.05,5.44,24.49,25.19,22.08,20.13,0.88,0,9.693297244559457,9.544266512902032
Tata Elxsi Ltd.,2020,5.22,0.04,0.05,1.5,0.25,87.32,1.42,19.73,27.43,5.2,28.61,30.15,29.36,23.57,12.75,0,9.81325645234166,9.756621938725507
Tata Elxsi Ltd.,2021,5.22,0.04,0.05,1.5,0.25,87.32,1.42,19.73,27.43,5.2,28.61,30.15,29.36,23.57,12.75,0,9.81325645234166,9.756621938725507
Tata Technologies Ltd.,2000,0.85,0.19,0.36,3.44,,11.48,2.37,,12.03,0.7,,,,,-12.21,0,,
Tata Technologies Ltd.,2001,1.13,0.3,0.85,2.56,0.0,5.22,1.6,3.62,5.93,1.13,5.85,9.34,11.62,4.07,21.43,0,6.551651600411697,6.607460668479512
Tata Technologies Ltd.,2002,1.26,0.33,1.01,3.39,0.24,7.6,1.76,4.51,10.97,1.26,7.96,15.37,21.46,5.36,32.28,0,6.831414045725414,6.740401149309969
Tata Technologies Ltd.,2003,1.12,0.19,0.52,4.36,0.23,6.48,2.5,5.15,5.13,1.12,13.03,22.75,10.79,8.09,41.62,0,7.17938418611167,6.753671263599422
Tata Technologies Ltd.,2004,0.89,0.09,0.24,5.07,0.27,6.13,3.7,3.79,5.23,0.89,14.12,19.37,10.98,7.23,29.84,0,7.440498938049059,6.8531934909894545
Tata Technologies Ltd.,2005,1.61,0.0,0.0,1.37,0.04,12.86,1.33,4.51,7.35,1.61,6.07,6.23,11.17,4.5,26.16,0,7.672850958854666,8.135346948906706
Tata Technologies Ltd.,2006,1.25,0.0,0.0,0.79,0.02,185.5,0.79,2.05,8.45,1.25,1.66,1.66,6.23,1.38,6.29,0,7.733814910661824,8.165960554081792
Tata Technologies Ltd.,2007,1.09,0.0,0.0,0.89,0.08,482.89,0.89,10.44,15.21,1.09,9.32,9.33,18.32,7.76,21.49,0,7.928514128445383,8.296795865770052
Tata Technologies Ltd.,2008,2.16,0.09,0.12,1.07,0.05,23.22,1.01,14.89,21.91,2.16,15.28,16.24,24.85,12.82,34.22,0,8.222795284815726,8.470457914519063
Tata Technologies Ltd.,2009,1.49,0.07,0.1,1.01,0.17,63.75,0.91,19.49,27.39,1.49,18.14,20.13,29.51,14.82,2.79,0,8.250306717154109,8.618593877286376
Tata Technologies Ltd.,2010,1.77,0.08,0.11,1.18,0.17,76.22,1.07,18.41,25.79,1.75,20.09,22.27,27.07,15.89,28.8,0,8.503418757994398,8.726464973076741
Tata Technologies Ltd.,2011,2.28,0.07,0.09,1.2,0.1,115.6,1.09,19.56,26.41,2.06,22.18,24.39,27.18,17.92,30.59,0,8.770283819098399,9.039350369924172
Tata Technologies Ltd.,2012,2.21,0.05,0.08,1.16,0.23,154.51,1.07,23.35,32.03,1.52,25.89,28.06,32.03,20.37,20.3,0,8.955060950631902,9.212946971841133
Tata Technologies Ltd.,2013,2.15,0.08,0.12,1.21,0.2,176.08,1.1,21.06,27.92,2.15,24.03,26.4,28.85,18.36,14.33,0,9.088940804545256,9.312824755528508
Tata Technologies Ltd.,2014,0.91,0.08,0.16,1.47,0.13,182.15,1.29,19.77,24.52,0.9,26.48,30.13,25.98,17.92,10.58,0,9.189535442542994,9.338267339105862
Tata Technologies Ltd.,2015,2.12,0.1,0.14,1.66,0.16,251.48,1.44,20.4,24.35,1.52,30.11,34.6,27.3,20.91,9.88,0,9.283767398053026,9.222091061408845
Tata Technologies Ltd.,2016,2.16,0.09,0.13,1.5,0.21,278.26,1.32,19.82,23.35,2.13,26.81,30.38,27.63,21.61,2.56,0,9.309008543772885,9.26994800624781
Tata Technologies Ltd.,2017,2.17,0.0,0.0,1.51,0.16,106.83,1.42,15.55,20.58,2.12,22.6,24.09,23.83,17.56,0.96,0,9.318548828398137,9.168924451116592
Tata Technologies Ltd.,2018,2.42,0.0,0.0,1.63,0.16,6653.0,1.63,15.69,21.84,2.41,25.8,25.83,25.39,19.63,8.16,0,9.396952710187294,9.19864221456369
Tata Technologies Ltd.,2019,3.21,0.08,0.11,1.6,0.21,43.99,1.51,21.16,28.02,3.2,35.95,38.0,24.78,28.61,0.73,0,9.404211639998373,9.239802082125802
Tata Technologies Ltd.,2020,1.18,0.05,0.1,1.25,0.46,14.54,1.13,10.1,13.96,1.18,11.67,12.91,18.87,7.17,-16.17,0,9.227836419592935,9.857035153662789
Tata Technologies Ltd.,2021,1.18,0.05,0.1,1.25,0.46,14.54,1.13,10.1,13.96,1.18,11.67,12.91,18.87,7.17,-16.17,0,9.227836419592935,9.857035153662789
Tech Mahindra Ltd.,2000,2.05,0.01,0.02,2.05,0.24,,2.02,24.27,29.98,2.05,50.12,50.69,30.92,38.41,64.24,0,8.262017030520715,8.041477278097005
Tech Mahindra Ltd.,2001,2.59,0.0,0.0,1.84,0.33,,1.83,27.16,30.13,2.59,51.18,51.57,36.99,39.12,33.22,0,8.548885638148727,8.36198862311022
Tech Mahindra Ltd.,2002,3.16,0.0,0.0,1.71,0.28,,1.71,27.23,32.79,3.16,48.27,48.27,34.04,37.46,16.76,0,8.703871908651601,8.478826513471047
Tech Mahindra Ltd.,2003,2.88,0.0,0.0,1.75,0.07,,1.75,12.09,15.38,2.88,21.51,21.51,16.1,16.77,18.07,0,8.869960510523953,8.635207311481674
Tech Mahindra Ltd.,2004,2.43,0.0,0.0,2.01,0.38,,2.01,7.55,9.13,2.43,15.36,15.36,17.31,11.42,29.67,0,9.129802541749703,8.81309637771459
Tech Mahindra Ltd.,2005,1.35,0.0,0.0,2.23,0.13,,2.23,17.6,19.46,1.35,40.17,40.17,21.11,25.6,30.5,0,9.395989718862811,9.233851799437105
Tech Mahindra Ltd.,2006,1.37,0.03,0.06,3.74,0.0,94.94,3.62,21.03,5.68,1.37,76.95,79.5,25.03,42.11,129.04,0,10.224737370956664,9.777243825961877
Tech Mahindra Ltd.,2007,1.56,0.04,0.08,3.42,0.09,83.74,3.2,20.5,11.04,1.56,67.41,72.02,22.73,37.81,30.71,0,10.492578921497184,10.021137245969499
Tech Mahindra Ltd.,2008,2.12,0.0,0.0,2.8,0.4,432.84,2.72,22.22,24.76,2.12,60.9,62.76,28.5,37.41,20.96,0,10.682835364853922,10.297622044301908
Tech Mahindra Ltd.,2009,0.58,0.23,0.48,1.89,0.24,6.31,1.47,15.74,19.04,0.58,23.51,30.28,23.89,16.32,2.85,0,10.710922779497595,10.975790088413877
Tech Mahindra Ltd.,2010,1.1,0.2,0.36,1.59,0.08,8.98,1.12,13.41,15.71,1.02,15.54,21.99,18.06,11.51,10.73,0,10.812854369337458,11.017546590193263
Tech Mahindra Ltd.,2011,1.08,0.17,0.33,1.54,0.1,8.98,1.14,8.96,11.18,1.03,10.41,13.99,15.42,7.62,5.59,0,10.867234225566579,11.07350535548211
Tech Mahindra Ltd.,2012,0.8,0.19,0.34,1.57,0.09,9.54,1.18,10.08,13.87,0.8,11.97,15.94,19.67,8.78,14.47,0,11.002416457742598,11.212590345950682
Tech Mahindra Ltd.,2013,1.38,0.02,0.04,2.55,0.08,38.44,2.25,12.57,20.36,1.37,28.77,32.63,22.88,18.13,171.8,0,12.002302707930347,11.956155098299348
Tech Mahindra Ltd.,2014,1.77,0.0,0.0,1.93,0.12,318.74,1.9,10.52,14.9,1.75,20.36,20.68,17.31,12.26,17.62,0,12.164568126476365,12.095599080485524
Tech Mahindra Ltd.,2015,2.71,0.01,0.02,1.6,0.13,474.97,1.58,12.99,17.68,2.65,21.5,21.69,16.51,14.38,9.34,0,12.253876609278079,12.28594149193687
Tech Mahindra Ltd.,2016,2.51,0.01,0.02,1.45,0.13,207.59,1.43,11.57,16.21,2.36,17.19,17.46,16.16,12.0,10.47,0,12.353470576784721,12.418527273298773
Tech Mahindra Ltd.,2017,2.07,0.01,0.01,1.3,0.12,66.29,1.28,14.71,19.19,2.05,20.12,20.41,16.67,14.24,2.34,0,12.376566193069033,12.523598673738128
Tech Mahindra Ltd.,2018,1.85,0.0,0.0,1.36,0.12,126.56,1.35,15.49,19.25,1.82,21.58,21.72,19.96,14.91,14.92,0,12.515669084574583,12.646805149901263
Tech Mahindra Ltd.,2019,2.46,0.02,0.02,1.36,0.08,109.83,1.35,16.25,16.88,2.42,23.65,23.92,15.67,16.51,7.34,0,12.5864729051101,12.648264976010365
Tech Mahindra Ltd.,2020,2.67,0.02,0.02,1.25,0.2,99.28,1.23,13.95,18.08,2.63,17.58,17.96,19.69,12.96,1.42,0,12.600527361118285,12.748934582495618
Tech Mahindra Ltd.,2021,2.67,0.02,0.02,1.25,0.2,99.28,1.23,13.95,18.08,2.63,17.58,17.96,19.69,12.96,1.42,0,12.600527361118285,12.748934582495618
Technvision Ventures Ltd.,2000,50.0,0.02,0.02,0.0,,,0.0,,0.0,50.0,,,,,,0,,
Technvision Ventures Ltd.,2001,30.505,0.01,0.01,0.28,-0.04,,0.28,90.78,17.075,30.505,,,91.47,,,0,4.476199804691132,4.460144413937834
Technvision Ventures Ltd.,2002,11.01,0.0,0.0,0.56,0.11,,0.56,31.12,34.15,11.01,17.75,17.75,36.69,16.82,-38.91,0,3.983413001514819,4.741447804280639
Technvision Ventures Ltd.,2003,12.91,0.0,0.0,0.16,-0.03,,0.16,13.37,16.04,10.97,2.35,2.35,20.0,2.17,-68.34,0,2.833213344056216,4.754451888703846
Technvision Ventures Ltd.,2004,5.02,0.0,0.0,0.29,0.58,,0.29,4.7,4.7,2.1,1.38,1.39,15.97,1.3,84.12,0,3.4436180975461075,4.745801315727837
Technvision Ventures Ltd.,2005,4.29,0.0,0.0,0.42,-0.02,,0.42,7.38,10.76,1.6,3.18,3.18,15.05,2.95,48.56,0,3.8394523125933104,4.804840381116659
Technvision Ventures Ltd.,2006,6.79,0.17,0.22,0.29,-0.19,9.5,0.26,9.89,14.01,2.94,2.62,2.93,19.89,2.41,-22.15,0,3.5890591188317256,5.17558460116574
Technvision Ventures Ltd.,2007,3.56,0.17,0.25,0.63,-0.01,2.95,0.51,3.94,4.29,2.32,2.02,2.49,13.97,1.8,137.29,0,4.45318382899021,5.300814246746624
Technvision Ventures Ltd.,2008,3.7,0.22,0.36,0.34,-0.07,2.95,0.26,5.7,6.35,2.99,1.92,2.51,-12.55,1.64,-44.35,0,3.86702563949741,5.4169888962655355
Technvision Ventures Ltd.,2009,3.9,0.22,0.35,0.32,0.0,20.5,0.24,7.59,6.75,3.24,1.86,2.52,9.29,1.59,-3.14,0,3.835141961092188,5.429784129290343
Technvision Ventures Ltd.,2010,7.05,0.27,0.42,0.33,0.01,2.46,0.24,6.24,7.28,5.74,1.49,2.06,15.59,1.32,3.89,0,3.8732821771117156,5.423627557513483
Technvision Ventures Ltd.,2011,6.23,0.19,0.29,0.32,0.06,3.0,0.23,0.54,1.08,5.24,0.15,0.2,-17.03,0.14,-3.53,0,3.8372994592322094,5.382198850528739
Technvision Ventures Ltd.,2012,6.21,0.26,0.38,0.26,0.01,4.75,0.2,-2.43,-2.65,5.47,-0.56,-0.75,-17.22,-0.51,-16.16,0,3.6609942506244004,5.38357721049886
Technvision Ventures Ltd.,2013,7.9,0.26,0.37,0.23,0.03,6.5,0.17,0.89,2.24,7.27,0.2,0.27,-26.32,0.19,-12.08,0,3.5322256440685598,5.350435320810143
Technvision Ventures Ltd.,2014,7.19,0.25,0.35,0.31,0.09,8.25,0.23,0.2,-0.2,6.85,0.05,0.07,-2.41,0.05,33.63,0,3.822098297900159,5.329331420077207
Technvision Ventures Ltd.,2015,8.12,0.15,0.19,0.34,0.15,10.0,0.27,0.81,1.46,8.07,0.27,0.34,-17.26,0.26,10.28,0,3.919991175077323,5.221976133291314
Technvision Ventures Ltd.,2016,5.68,0.04,0.05,0.41,0.1,5.0,0.37,0.0,0.99,5.62,0.0,0.0,5.78,0.0,20.24,0,4.104294893075269,5.097424424168647
Technvision Ventures Ltd.,2017,5.6,0.04,0.04,0.45,0.04,5.5,0.43,-1.83,2.36,5.41,-0.78,-0.82,2.74,-0.73,8.42,0,4.185098925490565,5.097424424168647
Technvision Ventures Ltd.,2018,4.93,0.0,0.0,0.53,0.08,6.0,0.52,1.34,1.34,4.84,0.73,0.74,-0.25,0.68,19.79,0,4.365643155423357,5.066385309200747
Technvision Ventures Ltd.,2019,3.75,0.0,0.0,0.79,-0.01,6.5,0.79,1.19,1.19,3.61,0.94,0.94,3.73,0.87,49.81,0,4.769836807543325,5.099866427824199
Technvision Ventures Ltd.,2020,2.55,0.0,0.0,0.99,0.03,7.0,0.99,0.6,0.8,2.48,0.6,0.6,3.5,0.53,25.95,0,5.000584958242754,5.167639042905921
Technvision Ventures Ltd.,2021,2.55,0.0,0.0,0.99,0.03,7.0,0.99,0.6,0.8,2.48,0.6,0.6,3.5,0.53,25.95,0,5.000584958242754,5.167639042905921
Tera Software Ltd.,2000,3.21,0.13,0.18,1.41,-0.13,9.18,1.23,8.17,9.15,3.18,10.47,12.01,9.33,9.34,223.83,0,4.56954300834494,4.761318868478023
Tera Software Ltd.,2001,4.14,0.04,0.05,1.14,0.04,2.87,1.03,2.56,2.46,4.06,2.78,3.09,1.97,2.4,-0.21,0,4.56746831880408,4.667205576907544
Tera Software Ltd.,2002,0.87,0.02,0.03,1.47,0.28,49.0,1.42,4.47,7.28,0.85,6.61,6.84,10.5,4.89,31.57,0,4.841822087327094,4.940927881671436
Tera Software Ltd.,2003,1.16,0.17,0.39,1.61,0.14,4.76,1.32,10.53,17.24,1.16,14.15,17.22,40.64,8.93,16.73,0,4.996536369716754,5.381278887262384
Tera Software Ltd.,2004,1.09,0.24,0.57,1.66,0.14,5.63,1.12,15.7,25.91,1.09,17.66,26.29,50.83,11.31,17.85,0,5.160777952525975,5.605434351638425
Tera Software Ltd.,2005,1.34,0.31,0.77,2.23,0.0,12.1,1.31,17.3,26.14,1.32,22.83,38.74,38.63,15.83,101.26,0,5.860216260498028,6.212606095751519
Tera Software Ltd.,2006,1.93,0.32,0.77,2.38,0.08,10.65,1.35,18.13,28.38,1.93,24.52,43.4,38.68,17.93,65.08,0,6.361475174231744,6.517080256346608
Tera Software Ltd.,2007,1.94,0.24,0.53,1.67,0.05,8.47,1.03,18.54,30.41,1.94,19.16,31.15,44.59,13.75,2.59,0,6.3870476553616955,6.835722076082305
Tera Software Ltd.,2008,1.84,0.17,0.33,1.77,0.14,8.3,1.24,11.57,20.2,1.83,14.45,20.52,25.88,9.98,37.43,0,6.70502691241052,6.878841268817495
Tera Software Ltd.,2009,1.92,0.16,0.31,1.95,0.1,8.94,1.48,6.99,13.67,1.91,10.39,13.7,19.19,7.11,28.77,0,6.957877888385347,7.0054263061555835
Tera Software Ltd.,2010,1.37,0.12,0.28,2.05,0.01,7.03,1.58,7.9,11.43,1.29,12.62,16.35,17.19,7.59,19.14,0,7.132976670091312,7.330470740496829
Tera Software Ltd.,2011,1.33,0.34,1.04,2.77,-0.02,4.0,1.63,9.51,13.61,1.23,15.57,26.52,24.91,9.62,59.97,0,7.6028006568251625,7.808607447167101
Tera Software Ltd.,2012,1.32,0.28,0.81,1.77,0.11,1.49,0.92,3.4,3.07,1.27,3.15,6.07,18.99,2.04,-28.43,0,7.268362481448475,7.772752716468742
Tera Software Ltd.,2013,1.6,0.23,0.53,1.23,0.16,1.45,0.74,1.8,4.14,1.45,1.34,2.24,24.38,0.86,-29.08,0,6.924710719631551,7.561225642389184
Tera Software Ltd.,2014,1.65,0.26,0.61,1.18,0.04,1.32,0.76,0.57,5.6,1.57,0.44,0.69,17.46,0.3,-10.26,0,6.816407239522832,7.417340133311995
Tera Software Ltd.,2015,1.47,0.2,0.57,2.32,0.16,2.68,1.47,4.46,6.66,1.37,6.65,10.53,14.63,4.09,88.84,0,7.45211238595692,7.674106451800498
Tera Software Ltd.,2016,1.39,0.22,0.47,3.13,-0.07,3.54,2.07,3.83,6.09,1.28,8.05,12.18,9.14,4.96,58.2,0,7.910774014366116,7.662279739216986
Tera Software Ltd.,2017,1.64,0.24,0.45,1.51,-0.025,1.29,1.03,2.635,1.64,1.45,4.8950000000000005,7.37,8.96,3.125,-45.9,0,7.720949596851533,7.657046470160122
Tera Software Ltd.,2018,1.5,0.24,0.49,1.77,0.02,1.62,1.21,1.44,3.31,1.37,1.74,2.56,8.78,1.29,20.93,0,7.486445137564258,7.651785669856652
Tera Software Ltd.,2019,1.25,0.09,0.27,2.56,0.1,2.05,1.86,2.4,3.63,1.21,4.48,6.17,11.72,2.46,51.88,0,7.904371755394193,8.067274502553769
Tera Software Ltd.,2020,1.33,0.18,0.5,1.5,-0.07,1.15,1.08,0.34,0.76,1.29,0.36,0.51,7.91,0.18,-39.97,0,7.394124262314137,8.02214248676561
Tera Software Ltd.,2021,1.33,0.18,0.5,1.5,-0.07,1.15,1.08,0.34,0.76,1.29,0.36,0.51,7.91,0.18,-39.97,0,7.394124262314137,8.02214248676561
Vakrangee Ltd.,2000,3.66,0.04,0.04,0.76,-0.05,1.27,0.71,0.24,0.28,3.45,0.17,0.18,9.24,0.15,2.23,0,5.351858133476067,5.97609706997686
Vakrangee Ltd.,2001,4.09,0.03,0.04,0.6,-0.17,19.846666666666664,0.58,1.04,6.45,3.85,0.6,0.62,11.53,0.56,4.83,0,5.39906726964818,6.346337869100086
Vakrangee Ltd.,2002,6.22,0.02,0.03,0.6,0.15,38.42333333333333,0.59,47.31,8.05,6.1,27.76,28.61,56.8,26.39,30.38,0,5.664348405410794,6.398262100449925
